id,source,name,neighborhood_overview,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1275017684463991577,city scrape,Hummingbird Estate Cabanas,,359397344,Wilner,30/07/20,"Belize City, Belize",within an hour,100%,100%,f,1,1,t,,Stann Creek Mainland,Stann Creek,16.9627768,-88.2343879,Private room in cabin,Private room,2,1,,1,"[""TV"", ""Air conditioning"", ""Free parking on premises"", ""Wifi"", ""Smoke alarm"", ""Pets allowed"", ""Exterior security cameras on property"", ""Kitchen"", ""Outdoor dining area"", ""First aid kit"", ""Outdoor shower"", ""Pool"", ""Noise decibel monitors on property""]",$161.00,1,365,1,t,30,60,90,365,0,0,0,,,,,,t,1,0,1,0,
1276858323068027797,city scrape,Bernie's Belize Hideaway,"This house sits on the water at the end of a long driveway that has two other homes as you enter the driveway. Once inside the gate, the main house is to your left and the caretaker's cabin is on your right.  This is a quiet and safe neighborhood and only an 8-minute drive from the airport.",659235347,Pamela,27/10/24,,N/A,N/A,N/A,f,1,1,t,"Belize City, Belize District, Belize",Belize Mainland,Belize,17.5236771,-88.2362186,Entire home,Entire home/apt,8,0,4,4,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Conditioner"", ""Oven"", ""Barbecue utensils"", ""Baking sheet"", ""Board games"", ""Shampoo"", ""Smoke alarm"", ""Bathtub"", ""Waterfront"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Outdoor shower"", ""Pool"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Blender"", ""Microwave"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Smoking allowed"", ""Cleaning products"", ""Freezer"", ""Dishwasher"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Extra pillows and blankets"", ""Dryer"", ""Safe"", ""Washer"", ""Books and reading material"", ""Exterior security cameras on property"", ""Kitchen"", ""Stove"", ""Wine glasses"", ""Essentials"", ""Patio or balcony"", ""Ceiling fan""]","$1,479.00",7,14,7,t,29,59,89,363,0,0,0,,,,,,f,1,1,0,0,
1276896522866983448,city scrape,Deluxe Double Room: 2 Queen Beds,,657931120,Kristy Marie,19/10/24,"Placencia, Belize",within an hour,100%,N/A,f,6,6,t,,Stann Creek Mainland,Stann Creek,16.61302717107902,-88.35298135,Room in hotel,Private room,4,1,1,1,"[""TV"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Free parking on premises"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""Pets allowed"", ""Exterior security cameras on property"", ""Iron"", ""Outdoor dining area"", ""First aid kit"", ""Outdoor shower"", ""Beach access \u2013 Beachfront"", ""Pool"", ""Heating""]",$854.00,1,365,1,t,18,42,67,223,0,0,0,,,,,,t,6,0,6,0,
1276904313798538082,city scrape,Pool Side King Room with SeaView,,657931120,Kristy Marie,19/10/24,"Placencia, Belize",within an hour,100%,N/A,f,6,6,t,,Stann Creek Mainland,Stann Creek,16.611933370802173,-88.35238696,Room in hotel,Private room,2,1,1,1,"[""TV"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Free parking on premises"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""Pets allowed"", ""Exterior security cameras on property"", ""Iron"", ""Outdoor dining area"", ""First aid kit"", ""Outdoor shower"", ""Beach access \u2013 Beachfront"", ""Pool"", ""Heating""]",$801.00,1,365,1,t,19,45,70,226,0,0,0,,,,,,t,6,0,6,0,
1276915040769475100,city scrape,Sea View Apartment,,657931120,Kristy Marie,19/10/24,"Placencia, Belize",within an hour,100%,N/A,f,6,6,t,,Stann Creek Mainland,Stann Creek,16.612970570818742,-88.354302,Room in hotel,Private room,2,1,1,1,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Fire extinguisher"", ""Smoke alarm"", ""Pets allowed"", ""Outdoor dining area"", ""First aid kit"", ""Outdoor shower"", ""Pool"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Iron"", ""Beach access \u2013 Beachfront"", ""Free parking on premises"", ""Crib"", ""Exterior security cameras on property"", ""Kitchen"", ""Heating""]","$1,319.00",1,365,1,t,21,21,21,131,0,0,0,,,,,,t,6,0,6,0,
1277583055551411547,city scrape,"TBS 37 Beachside-Resort Style with Pool, 1 Bedroom",Tranquility Beach Suites! A perfectly placed holiday accommodation that is located on the Placencia beach and invites relaxation and comfort.,261868426,Dwayne L,14/05/19,"Punta Placencia, Belize",within an hour,100%,100%,t,118,140,t,"Placencia, Stann Creek District, Belize",Stann Creek Mainland,Stann Creek,16.55796334,-88.36237636,Entire rental unit,Entire home/apt,2,1,1,1,"[""Outdoor furniture"", ""Air conditioning"", ""Hot water"", ""Beach view"", ""Coffee maker"", ""Fire extinguisher"", ""Conditioner"", ""Host greets you"", ""Shampoo"", ""Ocean view"", ""Hot water kettle"", ""Smoke alarm"", ""Waterfront"", ""Shared beach access \u2013 Beachfront"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Pool"", ""TV"", ""Wifi"", ""Bed linens"", ""Garden view"", ""Microwave"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Freezer"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Kitchen"", ""Wine glasses"", ""Stove"", ""Patio or balcony"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed""]",$273.00,2,90,2,t,13,13,33,308,0,0,0,,,,,,t,99,99,0,0,
1279696257151489053,city scrape,1 BR  home with splash pool & sunset views,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Stann Creek Mainland,Stann Creek,17.00261217000284,-88.30913292,Entire condo,Entire home/apt,3,1,1,2,"[""Air conditioning"", ""Dedicated workspace"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Pets allowed"", ""Refrigerator"", ""Single level home"", ""Pool"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Private entrance"", ""Hangers"", ""Free parking on premises"", ""Kitchen"", ""Essentials""]",$204.00,2,365,2,t,30,60,90,365,0,0,0,,,,,,t,215,200,15,0,
1279696597530194027,city scrape,1 BR Condo with jungle views & splash pool,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Stann Creek Mainland,Stann Creek,17.00293327237006,-88.30892814,Entire condo,Entire home/apt,2,1,1,2,"[""Air conditioning"", ""Dedicated workspace"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Pets allowed"", ""Refrigerator"", ""Single level home"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Private entrance"", ""Hangers"", ""Free parking on premises"", ""Kitchen"", ""Essentials""]",$151.00,2,365,2,t,30,60,90,365,0,0,0,,,,,,t,215,200,15,0,
1279847071875019263,city scrape,La Buena Vida - 2BR Secret Beach Off Grid Escape,2 minute drive to Secret Beach,473525368,Kelin,05/08/22,"San Pedro, Belize",within an hour,96%,100%,t,13,15,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,17.97096,-87.96374,Entire home,Entire home/apt,6,0,2,3,"[""Outdoor furniture"", ""Air conditioning"", ""Hot water"", ""Fire extinguisher"", ""Conditioner"", ""Oven"", ""Portable fans"", ""Private pool - available all year"", ""Board games"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Shampoo"", ""Smoke alarm"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Outdoor shower"", ""Bidet"", ""TV"", ""Carbon monoxide alarm"", ""Clothing storage: dresser"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Blender"", ""Microwave"", ""Sun loungers"", ""Private BBQ grill: gas"", ""Iron"", ""Dishes and silverware"", ""Beach access \u2013 Beachfront"", ""Free parking on premises"", ""Body soap"", ""Safe"", ""Exterior security cameras on property"", ""Kitchen"", ""Wine glasses"", ""Stove""]",$563.00,2,365,2,t,25,41,58,333,3,3,3,13/12/24,15/12/24,5,5,5,t,10,9,1,0,3
1279895832987473786,city scrape,Gecko Casita (1 of 3 Casitas) - West Caye Casitas,In the mangroves less than a mile from Secret Beach.  Very private.,473525368,Kelin,05/08/22,"San Pedro, Belize",within an hour,96%,100%,t,13,15,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,17.96973,-87.96025,Entire place,Entire home/apt,2,1,1,1,"[""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Air conditioning"", ""Toshiba Microwave / Air Fryer oven"", ""Dedicated workspace"", ""Hot water"", ""Mini fridge"", ""Fire extinguisher"", ""Conditioner"", ""Clothing storage: closet"", ""Portable fans"", ""Barbecue utensils"", ""HDTV with Amazon Prime Video, Apple TV, Netflix"", ""Paid parking on premises"", ""Host greets you"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Private patio or balcony"", ""Dining table"", ""First aid kit"", ""Toaster"", ""Outdoor shower"", ""Bidet"", ""Pool"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Sun loungers"", ""Microwave"", ""Iron"", ""Shower gel"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Cleaning products"", ""Freezer"", ""Pool view"", ""BBQ grill"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Safe"", ""Exterior security cameras on property"", ""Kitchenette"", ""Wine glasses"", ""Heating - split type ductless system"", ""Long term stays allowed""]",$282.00,1,365,1,t,26,48,78,353,0,0,0,,,,,,t,10,9,1,0,
1279934216255826590,city scrape,Lizard Casita (1 of 3 Casitas) - West Caye Casitas,In the mangroves less than a mile from Secret Beach.  Very private.,473525368,Kelin,05/08/22,"San Pedro, Belize",within an hour,96%,100%,t,13,15,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,17.96965,-87.96009,Entire place,Entire home/apt,2,1,1,1,"[""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Air conditioning"", ""Dedicated workspace"", ""Hot water"", ""Mini fridge"", ""Fire extinguisher"", ""Conditioner"", ""Clothing storage: closet"", ""Portable fans"", ""Barbecue utensils"", ""Host greets you"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Outdoor dining area"", ""Dining table"", ""First aid kit"", ""Toaster"", ""Outdoor shower"", ""Bidet"", ""Pool"", ""Toshiba Microwave Oven oven"", ""TV"", ""Shared BBQ grill: gas"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Sun loungers"", ""Microwave"", ""Iron"", ""Shower gel"", ""Dishes and silverware"", ""Housekeeping - available at extra cost"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Cleaning products"", ""Freezer"", ""Pool view"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Safe"", ""Exterior security cameras on property"", ""Kitchenette"", ""Wine glasses"", ""Patio or balcony"", ""Heating - split type ductless system"", ""Long term stays allowed""]",$282.00,1,365,1,t,27,49,79,354,0,0,0,,,,,,t,10,9,1,0,
1279950169416371416,city scrape,Iguana Casita (1 of 3 Casitas) - West Caye Casitas,In the mangroves less than a mile from Secret Beach.  Very private.,473525368,Kelin,05/08/22,"San Pedro, Belize",within an hour,96%,100%,t,13,15,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,17.9697,-87.96009,Entire place,Entire home/apt,2,1,1,1,"[""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Air conditioning"", ""Dedicated workspace"", ""Hot water"", ""Mini fridge"", ""Fire extinguisher"", ""Conditioner"", ""Clothing storage: closet"", ""Portable fans"", ""Barbecue utensils"", ""Host greets you"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Private patio or balcony"", ""Dining table"", ""First aid kit"", ""Toaster"", ""Outdoor shower"", ""Bidet"", ""Pool"", ""TV"", ""Shared BBQ grill: gas"", ""Toshiba microwave oven / air fryer oven"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Sun loungers"", ""Microwave"", ""Iron"", ""Shower gel"", ""Dishes and silverware"", ""Housekeeping - available at extra cost"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Cleaning products"", ""Freezer"", ""Pool view"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Safe"", ""Exterior security cameras on property"", ""Kitchenette"", ""Wine glasses"", ""Heating - split type ductless system"", ""Long term stays allowed""]",$282.00,1,365,1,t,27,49,79,354,0,0,0,,,,,,t,10,9,1,0,
1280465656233356297,city scrape,NEW Luxury Villa Pool & King Bed - Cascade,,660037479,Lisa Robbin,01/11/24,,within an hour,100%,91%,f,2,2,t,,Cayo,Cayo,17.131144217416452,-89.04499595,Entire home,Entire home/apt,2,1,1,1,"[""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Hammock"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Barbecue utensils"", ""Board games"", ""Self check-in"", ""Smoke alarm"", ""Waterfront"", ""Private patio or balcony"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Dining table"", ""Single level home"", ""Pool"", ""Gas stove"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Blender"", ""Microwave"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Cleaning products"", ""Freezer"", ""BBQ grill"", ""Free parking on premises"", ""Coffee"", ""Ethernet connection"", ""Safe"", ""Washer"", ""Kitchen"", ""Wine glasses"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed""]",$289.00,2,365,2,t,17,39,68,342,2,2,1,24/11/24,24/12/24,5,5,4.5,t,2,2,0,0,1.67
1281062251778449582,city scrape,Tropical Holiday Vacation Cottage! Sleeps 3 - 2025,,77534625,Wendy,13/06/16,Belize,within an hour,100%,100%,f,8,8,t,,Belize Islands,Belize,17.73639536,-88.03004287,Entire guesthouse,Entire home/apt,3,1,1,2,"[""Outdoor furniture"", ""Air conditioning"", ""Hot water"", ""Mini fridge"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""First aid kit"", ""Toaster"", ""Pool"", ""TV"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Blender"", ""Clothing storage"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Freezer"", ""Free parking on premises"", ""Safe"", ""Exterior security cameras on property"", ""Wine glasses"", ""Patio or balcony"", ""Ceiling fan""]",$172.00,2,365,2,t,9,19,44,317,0,0,0,,,,,,f,4,4,0,0,
1281067499385896738,city scrape,Dulces Suenos Flamingo Casita,,3104993,Shannon,30/07/12,"Kansas City, MO",within an hour,100%,100%,f,4,4,t,,Belize Islands,Belize,17.972985918256636,-87.95476589,Entire home,Entire home/apt,3,1,1,1,"[""TV"", ""BBQ grill"", ""Air conditioning"", ""Dedicated workspace"", ""Free parking on premises"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Kitchen"", ""Outdoor dining area"", ""First aid kit"", ""Outdoor shower"", ""Beach access \u2013 Beachfront"", ""Pool"", ""Host greets you""]",$383.00,1,365,1,t,28,30,54,324,0,0,0,,,,,,t,3,3,0,0,
1281075593428257139,city scrape,Dulces Suenos Spoonbill Casita,,3104993,Shannon,30/07/12,"Kansas City, MO",within an hour,100%,100%,f,4,4,t,,Belize Islands,Belize,17.973021529622482,-87.95591038,Entire cabin,Entire home/apt,3,1,1,1,"[""TV"", ""BBQ grill"", ""Air conditioning"", ""Dedicated workspace"", ""Free parking on premises"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Kitchen"", ""Outdoor dining area"", ""First aid kit"", ""Outdoor shower"", ""Beach access \u2013 Beachfront"", ""Pool"", ""Host greets you""]",$506.00,1,365,1,t,28,44,71,346,1,1,0,13/11/24,13/11/24,5,5,5,t,3,3,0,0,0.64
1281220697865908514,city scrape,Modernly furnished apartment,,436695616,Mohamed,19/12/21,,N/A,N/A,N/A,f,1,1,t,,Corozal,Corozal,18.413292260304754,-88.40226978,Entire rental unit,Entire home/apt,3,1,1,1,"[""Air conditioning"", ""Dedicated workspace"", ""Free parking on premises"", ""Kitchen"", ""Outdoor dining area""]",$160.00,1,365,1,,30,60,90,365,0,0,0,,,,,,f,1,1,0,0,
1281336678837602201,city scrape,Howler Jungle House and Cabana 1,,190152663,Shanna,17/05/18,,within an hour,100%,100%,f,5,5,t,,Belize Mainland,Belize,17.57027433,-88.41412467,Entire home,Entire home/apt,3,2,2,3,"[""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Hammock"", ""Kayak"", ""Fire extinguisher"", ""Conditioner"", ""Clothing storage: closet"", ""Barbecue utensils"", ""Drying rack for clothing"", ""Host greets you"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Outdoor shower"", ""Bidet"", ""Bikes"", ""Pool"", ""Gas stove"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Blender"", ""Microwave"", ""Iron"", ""Cleaning available during stay"", ""Shower gel"", ""Dishes and silverware"", ""Stainless steel double oven"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""BBQ grill"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Extra pillows and blankets"", ""Resort access"", ""Safe"", ""Washer"", ""Exterior security cameras on property"", ""Kitchen"", ""Wine glasses"", ""Patio or balcony"", ""Ceiling fan""]",$265.00,1,365,1,t,12,41,71,345,0,0,0,,,,,,t,5,5,0,0,
1281576627794159609,city scrape,Private Airconditioned Room #1,,107202270,Rafael,13/12/16,"San Ignacio, Belize",within an hour,100%,100%,t,7,7,t,,Cayo,Cayo,17.162729375346956,-89.07166039,Private room in guesthouse,Private room,2,1,1,1,"[""Air conditioning"", ""Hot water"", ""Wifi"", ""Shared patio or balcony"", ""Bed linens"", ""Smoke alarm"", ""Fire extinguisher"", ""Washer"", ""Kitchen"", ""First aid kit""]",$71.00,1,365,1,t,25,53,83,358,1,1,0,17/11/24,17/11/24,5,5,5,t,7,4,3,0,0.7
1281590274491651879,city scrape,Private Airconditioned Room #2,,107202270,Rafael,13/12/16,"San Ignacio, Belize",within an hour,100%,100%,t,7,7,t,,Cayo,Cayo,17.16271077135941,-89.07163357,Private room in guesthouse,Private room,2,1,1,1,"[""Air conditioning"", ""Wifi"", ""Shared patio or balcony"", ""Bed linens"", ""Smoke alarm"", ""Fire extinguisher"", ""Washer"", ""Kitchen"", ""First aid kit""]",$71.00,1,365,1,t,22,52,82,357,2,2,2,29/11/24,01/12/24,5,5,5,t,7,4,3,0,2
1281597551958418303,city scrape,Private Airconditioned Room #3,,107202270,Rafael,13/12/16,"San Ignacio, Belize",within an hour,100%,100%,t,7,7,t,,Cayo,Cayo,17.16269539472743,-89.0716443,Private room in guesthouse,Private room,2,1,1,1,"[""Air conditioning"", ""Wifi"", ""Shared patio or balcony"", ""Bed linens"", ""Smoke alarm"", ""Fire extinguisher"", ""Washer"", ""Kitchen"", ""First aid kit""]",$71.00,1,365,1,t,28,57,87,362,3,3,3,10/12/24,19/12/24,5,5,5,t,7,4,3,0,3
1282549145207872917,city scrape,Auden’s Place,,660495330,Stacy,04/11/24,,within an hour,100%,100%,f,1,1,t,,Cayo,Cayo,17.15824419226096,-89.07428393,Entire home,Entire home/apt,4,1,2,2,"[""TV"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Wifi"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Kitchen"", ""First aid kit"", ""Smoking allowed""]",$85.00,1,365,1,t,27,54,84,359,1,1,0,24/11/24,24/11/24,5,5,5,f,1,1,0,0,0.83
1282699341549588151,city scrape,2BR with pool and WiFI,,76414486,Vacasa Belize,07/06/16,"Belize City, Belize",within an hour,100%,99%,f,227,253,t,,Stann Creek Mainland,Stann Creek,17.00367064130516,-88.30741338,Entire condo,Entire home/apt,6,2,2,4,"[""Air conditioning"", ""Dedicated workspace"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Pets allowed"", ""Refrigerator"", ""Pool"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Free parking on premises"", ""Dryer"", ""Washer"", ""Kitchen"", ""Essentials""]",$331.00,2,365,2,t,30,60,90,365,0,0,0,,,,,,t,215,200,15,0,
1282739157251044201,city scrape,4BR Luxury Retreat - Euphonia Seabird - Villa 22,,546035747,Beth,11/11/23,"Placencia, Belize",within an hour,100%,99%,t,14,15,t,,Stann Creek Mainland,Stann Creek,16.539307959626935,-88.36399946,Entire home,Entire home/apt,8,3,4,4,"[""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Fire extinguisher"", ""Single oven"", ""Barbecue utensils"", ""Baking sheet"", ""Board games"", ""Shampoo"", ""Smoke alarm"", ""Pets allowed"", ""Waterfront"", ""Private patio or balcony"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Private outdoor kitchen"", ""Outdoor shower"", ""Single level home"", ""Pool"", ""TV"", ""Private backyard"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Blender"", ""Microwave"", ""Sun loungers"", ""Electric stove"", ""Clothing storage"", ""Dishes and silverware"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Room-darkening shades"", ""Free dryer \u2013 In building"", ""Freezer"", ""Dishwasher"", ""BBQ grill"", ""Free parking on premises"", ""Washer"", ""Kitchen"", ""Wine glasses"", ""Boat slip"", ""Housekeeping available from 8:00\u202fAM to 2:00\u202fAM - included with your stay"", ""Ceiling fan"", ""Long term stays allowed""]","$1,326.00",1,365,1,t,21,39,54,318,1,1,1,21/12/24,21/12/24,5,5,5,f,14,14,0,0,1
1282765973466166061,city scrape,PV 10A In Town- Dedicated workstation!,,151270790,Nellie,19/09/17,"San Pedro, Belize",within an hour,100%,100%,t,35,41,t,,Belize Islands,Belize,17.921541276527734,-87.9603631,Entire villa,Entire home/apt,3,1,1,2,"[""Outdoor furniture"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Barbecue utensils"", ""Baking sheet"", ""Host greets you"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Waterfront"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Pool"", ""TV"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Blender"", ""Microwave"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Cleaning products"", ""BBQ grill"", ""Free parking on premises"", ""Body soap"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Safe"", ""Exterior security cameras on property"", ""Kitchen"", ""Wine glasses"", ""Stove"", ""Patio or balcony"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed""]",$343.00,3,365,3,t,6,18,18,237,1,1,1,23/12/24,23/12/24,5,5,5,f,35,35,0,0,1
1283492378668898361,city scrape,Tranquil Reefside Retreat in San Pedro Belize,"South Ambergris Caye is a safe and peaceful  neighborhood.  We have neighbors south of the home and a few other airbnb's just a short walk south of the house. <br /><br />Resort access is available at Playa de Sala  Adults only Resort with rooftop restaurant/bar. You can spend the day here once you consume at the restaurant/bar and is just a 8 mins golf cart ride away.<br /><br />Other nearby restaurants to enjoy just 15 mins away while with us are Happys' Tequileria, Black Orchid Restaurant, Someplace South Cafe Bar, Stacks, The Hula Bar, Drink and Drive and Toast.<br /> <br />The drive into town is only a 30minutes adventure.",88200158,Coleen,05/08/16,"Omaha, NE",within an hour,90%,100%,f,33,52,t,"San Pedro, Corozal District, Belize",Belize Islands,Belize,17.89111,-87.9936,Entire home,Entire home/apt,4,2,2,2,"[""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Backyard"", ""Hammock"", ""Beach view"", ""Kayak"", ""Fire extinguisher"", ""Conditioner"", ""Oven"", ""Barbecue utensils"", ""Baking sheet"", ""Fire pit"", ""Host greets you"", ""Dryer \u2013\u00a0In unit"", ""Luggage dropoff allowed"", ""Ocean view"", ""Shampoo"", ""Babysitter recommendations"", ""Smoke alarm"", ""Waterfront"", ""Private outdoor kitchen"", ""Stainless steel electric stove"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Outdoor dining area"", ""Outdoor shower"", ""Pool"", ""TV"", ""Beach essentials"", ""Sea view"", ""Clothing storage: dresser"", ""Wifi"", ""Cooking basics"", ""Bed linens"", ""Garden view"", ""Microwave"", ""Blender"", ""Sun loungers"", ""Free street parking"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Cleaning products"", ""Freezer"", ""Pool view"", ""Dishwasher"", ""BBQ grill"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Extra pillows and blankets"", ""Safe"", ""Washer"", ""Exterior security cameras on property"", ""Kitchen"", ""Wine glasses"", ""Boat slip"", ""Essentials"", ""Pack \u2019n play/Travel crib - available upon request"", ""Ceiling fan"", ""Long term stays allowed""]",$858.00,3,365,3,t,13,23,37,113,0,0,0,,,,,,t,28,28,0,0,
1284806913604138835,city scrape,1 Bedroom Apartment w/balcony,,11827404,Jonathan,31/01/14,"Roaring Creek, Belize",within an hour,100%,100%,f,2,2,t,,Cayo,Cayo,17.25933,-88.79196,Entire rental unit,Entire home/apt,3,1,1,1,"[""TV"", ""Self check-in"", ""Air conditioning"", ""Building staff"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Kitchen"", ""First aid kit""]",$104.00,1,365,1,t,30,60,90,364,0,0,0,,,,,,t,2,2,0,0,
